id,date,likes,reposts,views,comment_count,comments_text
10412,2023-06-18 11:12:00,104,8,2091,5,"Скажите , пожалуйста , чем  общество православных врачей помогают простым людям ? Будьте здоровы и Богом хранимы!!!!!! 🙏🙏🙏❤🌷 С праздником! Помогай вам Господь! 🙏 🙏 🙏 ❤️ 🌸🌸🌸 Благодарим за поздравление! Всем здоровья и Помощи Божией!"
10408,2023-06-17 16:34:00,9,0,805,0,
10405,2023-06-17 14:12:00,55,7,1811,3,"Поможем, братья и сестры во Христе! Господи помилуй нас! 🙏🙏🙏"
10402,2023-06-17 12:12:00,42,8,835,1,🙏🙏🙏
10401,2023-06-17 09:05:53,28,3,1046,1,"Архиепископ Пётр, новомученник и исповедник Российский, моли Бога о нас.....🙏❤😢"
10398,2023-06-16 22:18:08,93,5,2004,0,
10389,2023-06-16 17:51:52,152,8,1691,10,"МНОГАЯ ЛЕТА! 🙏 Многая лета! 
Душевная, добрая, мудрая! Многая Лета! 🙏🙏🙏 Поздравляю! Крепкого здоровья, долголетия🙏🌹🌹🌹 многое лето🙏🌹🌹 От имени всех прихожан, кто знает Нину Николаевну, многая и благая лета!!!   Очень приятная и добросердечная !!!! Доброго здоровья на многия лета!!!! С юбилеем,дорогая сестрица!!!"
10388,2023-06-12 12:30:06,1,1,561,0,
10387,2023-06-11 14:12:00,19,2,1044,0,
10386,2023-06-10 20:12:00,23,0,1029,0,
10385,2023-06-10 14:30:00,32,5,1082,0,
10381,2023-06-06 16:59:39,58,1,838,3,Какая красотаааа!!!) 👍👍👍🙏🤗 Как и всегда украшено с любовью. Красиво! Очень! Спаси Господи наших тружениц! ❤️
10377,2023-06-05 18:32:22,43,6,1543,0,
10376,2023-06-05 08:02:02,38,4,958,0,
10375,2023-06-04 20:35:45,47,4,813,0,
10371,2023-06-04 14:02:01,29,2,1041,0,
10370,2023-06-04 12:12:00,51,2,1060,0,
10369,2023-06-04 10:48:45,22,0,515,0,
10367,2023-06-03 22:20:15,39,1,782,1,Спасибо вам за Божественное исполнение молитвы ко Святому Духу❤
10366,2023-06-03 15:12:00,8,2,593,0,
10365,2023-06-03 14:12:00,13,0,588,0,
10363,2023-06-02 18:20:44,13,1,545,0,
10361,2023-06-02 12:12:00,49,11,2116,0,
10357,2023-06-01 19:45:00,130,1,5419,4,"От души благодарим Тимофея за его труд, своим чтением помогает сосредоточиться на молитве. Многая лета! Многая , многая и благая лета рабу Божиему Тимофею! 🙏❤ Поздравляем Тимофея! Многая лета!!! Радости духовной и помощи Божьей ❤️ Многая лета! Поздравляем Тимофея!🌺🙏"
10355,2023-06-01 11:09:20,38,1,1343,0,
10352,2023-05-31 22:49:39,26,0,618,0,
10349,2023-05-31 14:12:00,108,15,1877,5,"🙏❤ Очень хорошее разъяснение  , лишний раз все прочитать ,усвоить!Так и есть! 🙏🙏🙏🤗🍀🍀 🙏❤❤❤ 🙏🙏🙏"
10347,2023-05-29 19:12:00,17,2,740,0,
10342,2023-05-29 10:43:17,98,8,2867,1,Храни Вас Господь и Матерь Божия всю семью и нас грешных!
10340,2023-05-28 18:28:41,54,1,1571,0,
10336,2023-05-25 21:49:48,120,7,2452,2,Красота необыкновенная 
10335,2023-05-25 19:29:21,84,5,1846,0,
10334,2023-05-25 12:41:17,67,9,1438,0,
10333,2023-05-24 17:12:00,6,1,606,0,
10332,2023-05-24 14:12:00,46,4,1136,0,
10328,2023-05-24 00:30:22,122,6,3252,2,"И всё - таки Христос Воскресе!!!
🙏🙏🙏❤❤❤🙏🙏🙏 Воистину Воскресе Христос!!! 🙏🙏🙏❤❤❤🙏🙏🙏"
10325,2023-05-23 15:06:00,13,0,551,0,
10324,2023-05-22 16:12:00,1,0,326,0,
10322,2023-05-22 13:18:42,55,0,1246,0,
10320,2023-05-21 18:49:56,41,3,940,0,
10319,2023-05-21 16:14:21,39,0,630,0,
10317,2023-05-21 15:12:00,33,1,974,0,
10316,2023-05-20 14:12:00,11,0,524,0,
10315,2023-05-18 18:12:00,37,8,1183,0,
10311,2023-05-18 15:51:45,49,0,995,0,
10310,2023-05-18 15:06:53,17,3,731,1,"Каждый день читаю стихи Валентины. Слава Богу,  мы современники и земляки этого поэта"
10308,2023-05-18 09:49:22,41,6,787,0,
10307,2023-05-18 00:29:54,23,11,546,0,
10306,2023-05-15 08:08:00,8,0,495,0,
10304,2023-05-15 01:41:49,26,5,770,0,
10303,2023-05-14 14:30:00,39,5,1320,0,
10301,2023-05-12 23:12:00,41,6,1709,0,
10298,2023-05-12 22:13:11,31,1,1007,0,
10297,2023-05-12 20:54:36,17,0,432,0,
10296,2023-05-12 15:42:38,1,2,268,0,
10295,2023-05-11 14:12:00,34,6,1083,1,"Святый праведный отче наш Амфилохие , моли Бога о нас , грешних , яко мы аз усердно к тебе прибегаем , скорому помощнику и молитвеннику о душах наших."
10293,2023-05-11 12:07:08,28,6,678,1,"Царствие Небесное! Какой могучий облик!настоящий священник! Интересно, не с него ли писал свой образ Вяйнемейнена Мюд Мечев?"
10290,2023-05-09 23:59:12,8,1,629,0,
10289,2023-05-09 23:44:04,7,2,538,0,
10288,2023-05-09 14:51:57,111,0,1898,0,
10284,2023-05-07 16:00:02,61,0,1517,0,
10274,2023-05-06 11:30:30,115,5,1555,3,Помню и молюсь! Крестил меня и мою семью о.Георгий.Помню...Молюсь.🙏❤ Помню... Светлый человек. Вечная память...
10273,2023-05-06 08:08:00,247,56,6749,9,"🙏❤ 🙏 Спасибо Ириш. 🙏❤ Совместная молитва много значит!🙏🙏🙏 🙏 Приве. Замечательно,я буду уже дома. 🙏🙏🙏 В Августе на мой день рождения ;)"
10268,2023-05-05 18:12:00,60,9,1760,2,Предлагаю устроить субботник в понедельник. Замечательное предложение. СпасиБоо всех кто придет!
10267,2023-05-05 17:59:00,10,0,516,0,
10266,2023-05-05 15:15:00,32,5,589,0,
10265,2023-05-05 12:00:19,52,5,1243,0,
10261,2023-05-04 22:19:49,58,1,760,0,
10260,2023-05-04 09:57:21,26,0,680,0,
10250,2023-05-02 15:12:00,12,1,722,0,
10247,2023-05-02 08:01:00,151,1,1441,0,
10238,2023-05-01 21:18:26,76,4,1567,10,"Да будет, Господи, воля твоя! Помоги р.Б. Александру пойти на поправку. Скорый в заступлении един сый, Христе, скорое свыше покажи посещение страждущему рабу Твоему, Александру и избави от недуг и горьких болезней; и воздвигни во еже пети Тя и славити непрестанно, молитвами Богородицы, Едине Человеколюбче. 
 
На одре болезни лежащего и смертною раною уязвленного, якоже иногда воздвигл еси, Спасе, Петрову тещу и разслабленного на одре носимого; сице и ныне, Милосерде, страждущего посети и исцели; Ты бо един еси недуги и болезни рода нашего понесый и вся могий, яко Многомилостив🙏🙏🙏 Господи,  не остави Твоею милостию раненого воина раба Твоего Александра.🙏🙏🙏 🙏 Господи, помоги в исцелении  р б Александру!!!!!! Господи Иисусе Христе, помоги рб Александру 🙏🏽 Спаси и сохрани рб Александра 🙏🏽Аминь 🙏🏽 Спасибо, вам, братия и сестры, за ваши молитвы. Господь нас слышит. Верю, что р. Б. Александр вернётся к семье, будет воспитывать свою маленькую (6 мес) доченьку, млд. Марию и, даст Бог, вернётся на службу🙏🙏🙏
Спаси и сохрани, не оставил, Господи, р. Б. Александра! Дай ему Веры, силы, терпения! 🙏🙏🙏 🙏🙏🙏 Спаси и сохрани 🙏🙏🙏 Спаси и сохрани Господи раба твоего раненого воина Александра. Аминь🙏"
10234,2023-05-01 19:33:25,52,5,1023,0,
10230,2023-04-30 21:14:46,38,2,1104,1,🙏❤
10229,2023-04-30 19:39:23,57,0,692,0,
10228,2023-04-30 15:12:00,35,2,1166,0,
10218,2023-04-29 21:37:11,22,4,692,4,🙏🙏🙏 🙏🙏🙏 🙏🙏🙏 🙏🙏🙏
10214,2023-04-29 14:12:00,39,6,928,0,
10209,2023-04-28 21:59:53,42,6,1270,0,
10188,2023-04-27 18:53:27,190,8,5025,10,Царствие небесное рабе Божьей Ольге! 🙏🙏🙏 🙏🙏🙏 🙏 Царствие Небесное🙏🙏🙏 🙏🙏🙏🙏 Царствие Небесное  рабе Божьей Ольге 🙏🙏🙏 Упокой. Господи. душу новопреставленной р. Божией Ольги и прости вся ее согрешения вольная и невольная. Аминь. Вечная память🙏🙏🙏
10187,2023-04-27 13:05:47,51,1,1288,0,
10184,2023-04-25 15:08:09,86,2,1802,0,
10181,2023-04-24 23:00:28,55,1,1446,1,
10179,2023-04-23 20:12:00,19,0,827,0,
10178,2023-04-23 17:21:51,37,2,1144,0,
10175,2023-04-23 16:36:27,33,2,703,0,
10173,2023-04-23 14:12:00,35,0,1076,0,
10172,2023-04-23 13:41:31,28,1,605,0,
10171,2023-04-23 12:54:21,20,1,549,0,
10169,2023-04-22 22:35:07,33,3,1137,0,
10165,2023-04-21 11:01:43,105,4,1583,1,Аминь
10155,2023-04-19 20:27:58,66,5,1623,3,"Добрый вечер,во сколько будет служба? Литургия в 9.00, водосвятный молебен - примерно в 10.10 Спасибо"
10151,2023-04-18 20:46:11,55,1,982,0,
10150,2023-04-18 20:12:57,88,7,1482,0,
10135,2023-04-17 21:36:09,84,1,1924,10,"Господи, спаси воина Александра!Подай ему исцеление от ранений!🙏🙏🙏❤❤❤ Господи, призри благоутробно на раба Твоего воина Александра, раною уязвленного; отпусти ему вся согрешения его; подай ему исцеление; возврати ему здравие и силы телесные; подай ему долгоденственное и благоденственное житие, мирные Твои и премирные блага, чтобы он вместе с нами приносил благодарные мольбы Тебе, Всещедрому Богу и Создателю нашему.

Все святые и Ангелы Господни, молите Бога о больном рабе Его Александре. Аминь.🙏🙏🙏 Господи, спаси и помилуй раба твоего Александра. Дай ему сил для выздоровления. 🙏🙏🙏 Господи, ХРАНИ наших ребят!!!!! Помилосердуй! Помоги рабу божьему Александру, Господи Спаси, помоги и исцели, Господи🙏🙏🙏 Господи, спаси, помилуй и исцели бол. воина Александра🙏🙏🙏 Господи🙏 спаси воина Александра! Даруй ему исцеление! 🙏🙏🙏 Господи,спаси война Александра!"
10134,2023-04-17 14:48:00,112,3,1568,0,
10132,2023-04-17 12:42:58,6,0,515,0,
10131,2023-04-17 10:20:55,36,2,604,0,
10127,2023-04-17 00:49:23,40,1,870,2,"Господи Иисусе Христе, сыне Божьей , спаси и сохрани рб Николая 🙏🏽🙏🏽🙏🏽 Огромное спасибо зв молитвы! Храни вас Бог!"
10121,2023-04-16 15:11:52,50,5,1390,0,
10109,2023-04-16 00:07:54,175,5,2134,10,"🙏🙏🙏 Христос Воскресе 🙏🙏💓 Воистину Воскресе Христос Воскресе!!!!🙏😇❤ 🙏🙏🙏 Христос воскресе 🙏🙏🙏🙏 Христос Воскресе!!!
Во истину воскресе!!!
Всех с праздником!!! Воистину воскресе🙏 Воистину воскресе
ХРИСТОС!🙏🙏🙏"
10108,2023-04-15 23:50:00,62,1,894,0,
10107,2023-04-15 21:27:16,27,1,801,0,
10106,2023-04-15 19:23:31,53,2,1074,0,
10103,2023-04-15 18:14:19,34,0,702,0,
10100,2023-04-15 00:50:43,10,2,736,1,🙏🙏🙏
10099,2023-04-14 21:07:28,9,1,465,0,
10097,2023-04-14 14:00:02,17,0,601,0,
10093,2023-04-14 08:00:02,70,5,1687,5,"Господи, прости и спаси нас грешных...🙏😢 Господи помилуй и прости 🙏🙏🙏 🙏🙏🙏 Господи! Простиииии!!!🙏🙏🙏"
10090,2023-04-13 22:46:04,25,6,1036,0,
10089,2023-04-13 22:25:04,10,1,546,0,
10087,2023-04-13 15:29:36,94,3,2276,0,
10086,2023-04-13 07:38:50,4,1,443,0,
10085,2023-04-12 13:34:56,86,0,1313,0,
10083,2023-04-12 08:12:00,38,3,1146,0,
10082,2023-04-11 23:39:43,13,0,606,0,
10080,2023-04-11 17:02:00,16,1,710,0,
10078,2023-04-10 20:11:53,17,2,893,0,
10077,2023-04-09 16:01:00,59,13,1855,0,
10076,2023-04-09 14:44:55,93,4,1693,0,
10075,2023-04-09 10:01:00,67,9,1778,0,
10073,2023-04-08 20:01:00,19,0,739,0,
10072,2023-04-08 15:01:00,32,3,1018,0,
10068,2023-04-08 13:43:18,116,9,2449,0,
10065,2023-04-08 01:09:45,61,7,884,1,Благодатно🙏💛
10064,2023-04-07 23:05:23,9,3,564,0,
10063,2023-04-07 16:53:23,12,2,430,0,
10060,2023-04-07 12:34:17,57,5,866,1,С праздником! Благовещение Пресвятой Богородицы!!!   Всех благ !!!
10059,2023-04-06 18:12:00,7,2,590,0,
10058,2023-04-06 16:12:00,69,5,1567,0,
10052,2023-04-06 08:12:00,50,6,1568,3,🙏🙏🙏❤❤❤ 🙏❤ 🙏🙏🙏
10048,2023-04-05 23:05:37,21,0,597,0,
10045,2023-04-05 21:22:39,9,0,838,2,"Это кто ? Вечная и Благая память  рабу Твоему ,Господи!!!  Даруй ему Царствие Небесное и сотвори ему Вечную память !!! ...🙏🙏🙏🌹🌹🌹🌹"
10020,2023-04-04 21:44:54,93,11,2569,10,"🙏 🙏🙏🙏 🙏🙏🙏 Со святыми упокой. Царствие Небесное . н. пр.р.Б.Владимиру....🙏🙏🙏 Царствие небесное новопреставленному рб Владимиру 🙏🏽🙏🏽🙏🏽 Царствие небесное🙏🙏🙏 🙏🙏🙏 🙏🙏🙏 Упокой, Господи, душу новопреставленного раба Твоего Владимира,  прости ему все согрешения его вольная и невольная и даруй ему Царствие Небесное. 🙏🙏🙏"
10018,2023-04-04 07:30:00,7,2,761,1,Сколько??
10015,2023-04-03 15:09:51,16,10,810,0,
10012,2023-04-03 01:09:39,59,12,1700,3,"Истинно. АМИНЬ.! Святый преподобный отче Серафиме, моли Бога о нас!🙏❤ 🙏"
10011,2023-04-02 15:15:00,70,6,2329,0,
10008,2023-04-02 14:21:10,9,5,866,0,
10007,2023-04-02 13:46:38,40,0,947,0,
10005,2023-03-31 22:39:14,62,6,1336,0,
10004,2023-03-31 18:00:01,13,0,586,0,
10003,2023-03-31 15:19:38,2,1,434,0,
10000,2023-03-30 21:12:00,44,8,1147,0,
9996,2023-03-30 18:20:45,47,0,836,0,
9995,2023-03-29 17:01:10,51,6,1983,0,
9994,2023-03-28 13:41:36,34,2,996,0,
9991,2023-03-28 00:10:20,46,18,2177,0,
9989,2023-03-26 15:15:00,34,5,1546,3,"Напишите , пожалуйста паломнические поездки апреля . Спасибо . Добрый вечер,во сколько исповедь 31? Добрый день, напишите, пожалуйста,  когда соборование будет в апреле?"
9988,2023-03-25 23:30:20,8,0,687,0,
9985,2023-03-24 20:55:53,16,0,882,0,
9984,2023-03-24 12:49:21,12,1,766,0,
9983,2023-03-23 18:12:00,74,2,1601,0,
9981,2023-03-23 13:12:00,58,0,1505,1,"Слава тебе, Боже, наш!! Слава тебе!!!"
9978,2023-03-23 10:52:49,12,0,590,0,
9976,2023-03-23 08:15:00,20,16,1187,1,Посмотрели. Советуем.
9974,2023-03-22 18:33:52,55,1,1372,0,
9973,2023-03-22 12:56:18,27,2,676,0,
9972,2023-03-22 12:46:29,7,3,370,0,
9970,2023-03-21 21:20:36,30,3,869,0,
9969,2023-03-20 22:41:44,6,0,379,0,
9968,2023-03-20 15:01:00,24,3,780,0,
9964,2023-03-19 16:30:00,50,4,1396,0,
9963,2023-03-19 14:47:08,16,5,569,0,
9962,2023-03-19 14:12:00,18,2,796,0,
9961,2023-03-19 13:35:18,24,0,558,0,
9957,2023-03-18 23:21:51,123,63,4136,4, 🤣🤣🤣🙏  Супер!!!👍👍👍🤗🤭😇
9954,2023-03-18 16:44:49,45,1,1391,0,
9953,2023-03-18 14:12:00,27,0,753,0,
9942,2023-03-17 14:12:00,52,5,1081,2,🙏🙏🙏❤️❤️❤️ 🙏🙏🙏
9931,2023-03-16 20:12:00,65,8,1481,0,
9926,2023-03-14 14:12:00,49,4,1103,3,Пр. Богородица моли Бога за нас! 🙏🙏🙏❤ 🙏🙏🙏
9924,2023-03-13 19:30:41,23,24,1246,0,
9923,2023-03-13 14:12:08,13,0,478,0,
9922,2023-03-12 15:30:00,37,3,1115,0,
9921,2023-03-12 15:12:00,19,1,849,0,
9919,2023-03-12 13:59:49,67,3,993,0,
9917,2023-03-12 01:24:43,3,0,421,0,
9915,2023-03-10 20:36:40,33,4,1717,0,
9913,2023-03-08 22:07:00,45,3,1384,0,
9911,2023-03-08 20:47:43,24,2,879,0,
9909,2023-03-07 16:48:48,56,5,808,0,
9907,2023-03-07 14:12:00,31,2,736,1,🙏🙏🙏❤️❤️❤️
9905,2023-03-06 22:02:17,20,1,399,1,"О.Иоанн, поздравляю вас! Я вас помню с 1988 года, но таким молодым как на этом фото и я не помню."
9899,2023-03-06 14:01:00,128,7,2141,5,"Вечная память дорогому Владыке!!!!Всегда будем Вас помнить!!!Мы потеряли с Вашим уходом Любовь к людям,прихожанам,приходы посещают всё меньше людей!!!Помолитесь за нас добрый Владыко!!!Вечная Вам память и наша любовь к Вам!!!!СПАСИ ГОСПОДИ!!!! Вечная память дорогому митрополиту Мануилу!!! Вечная память,Владыка!🙏🙏🙏 Со святыми упокой душу присн. митр. Мануила, и сотвори вечную память. Вечная и благая память нашему любимому Владыке Мануилу !!! Царствие Небесное !!!"
9898,2023-03-05 16:01:00,37,3,1160,0,
9896,2023-03-05 14:52:00,26,4,904,0,
9894,2023-03-05 14:38:56,33,1,708,0,
9893,2023-03-04 14:12:00,11,5,664,0,
9892,2023-03-04 13:47:18,27,2,645,0,
9888,2023-03-03 12:07:55,22,4,879,1,🙏🙏🙏
9887,2023-02-28 20:20:29,21,6,802,0,
9886,2023-02-27 16:12:00,38,3,907,0,
9885,2023-02-26 19:12:00,88,36,2871,0,
9882,2023-02-26 16:00:00,60,4,1469,0,
9881,2023-02-26 14:00:00,31,3,962,0,
9876,2023-02-25 16:00:00,19,2,772,0,
9872,2023-02-24 17:00:00,102,5,2133,5,"🙏🙏🙏❤ От души поздравляю:) от. Евгений Отец Евгений, поздравляем! Божией помощи! 🙏 Поздравляю!!!"
9871,2023-02-24 10:00:03,51,5,1216,0,
9865,2023-02-23 20:58:15,13,1,735,0,
9863,2023-02-22 19:12:00,44,32,1861,0,
9861,2023-02-22 11:00:04,27,1,839,1,🌷🌷🌷🌷🌷
9859,2023-02-22 08:30:00,106,6,2430,2,💓 Очень интересные и полезные лекции о.Олега.
9852,2023-02-20 12:12:00,104,1,1222,1,Команда УХ !!!
9851,2023-02-20 10:52:34,56,2,1092,0,
9839,2023-02-19 15:12:00,37,0,915,0,
9829,2023-02-19 12:47:39,150,9,2188,10,"🙏🙏🙏 Аминь!🙏❤ Спаси Господи р.б.Татьяну . Аминь. Где здесь Татьяна? Спаси,сохрани и помилуй!🙏 Помоги, Господи, рабе Твоей Татиана в, восстановлении сил после тяжёлой операции Сраси и сохрани её. Аминь. Милосердный Господи,  даруй исцеления рабе Твоей болящей Татиане!🙏🙏🙏 🙏🙏🙏 Помощи Божией на исцеление болящей Татьяне!🙏🙏🙏 Господи, храни и защити!"
9828,2023-02-19 10:12:00,7,0,431,0,
9826,2023-02-18 23:59:04,11,0,556,0,
9823,2023-02-18 17:21:48,63,3,1019,2,🙏🙏🙏 🙏🙏🙏❤
9822,2023-02-18 12:41:02,15,2,415,0,
9814,2023-02-17 15:12:00,100,4,1551,5,"Царство Небесное патриарху Алексею🙏❤🌷🌷🌷 Царствие Небесное отцу Георгию, крестил меня и мою семью в 1989г. Всегда поминаю...🙏 Царствие Небесное светильникам нашим...🙏❤ Царствие небесное нашим любимым батюшкам. И вечная память. Царствие небесное 🙏🙏🙏"
9812,2023-02-16 21:26:11,42,4,1191,1,Аминь!🙏🙏🙏
9811,2023-02-16 14:12:03,40,3,715,0,
9810,2023-02-15 23:25:05,24,3,739,0,
9809,2023-02-15 21:34:16,25,6,847,0,
9808,2023-02-15 11:02:06,33,3,947,0,
9807,2023-02-14 11:34:09,44,3,1190,0,
9806,2023-02-14 07:33:00,18,5,578,0,
9802,2023-02-13 22:40:24,9,2,450,0,
9801,2023-02-13 22:33:09,31,1,619,0,
9799,2023-02-12 16:12:00,25,1,792,1,Наш любимый храм!🙏🙏🙏
9798,2023-02-12 15:45:00,5,2,382,0,
9797,2023-02-12 14:12:00,39,3,975,0,
9796,2023-02-12 13:34:07,18,1,444,0,
9793,2023-02-11 23:00:00,8,0,419,0,
9790,2023-02-11 22:02:31,34,1,689,0,
9788,2023-02-11 12:27:55,120,1,1905,1,"Ой, совсем по-весеннему!"
9787,2023-02-10 09:00:03,3,0,412,0,
9785,2023-02-09 17:30:00,54,7,1804,0,
9784,2023-02-09 15:30:00,20,2,641,0,
9781,2023-02-08 21:00:49,8,1,529,0,
9779,2023-02-07 17:23:18,19,6,531,0,
9776,2023-02-07 10:02:33,7,0,378,0,
9773,2023-02-07 08:44:32,89,6,1894,4,"🙏🙏🙏 ❤🙏🙏🙏 ЦАРИЦА НЕБЕСНАЯ,  МОЛИ БОГА О НАС!🙏🙏🙏 🙏🙏🙏"
9771,2023-02-06 06:00:01,41,5,1194,1,"Благодарим за помощь всех, кто откликнулся на нашу просьбу! Теперь стена готова для росписи."
9768,2023-02-05 17:13:42,54,4,1206,1,"Ну вот и ответ мне   ,а я то думала -какая я хорошая ! А на самом деле вот хуже!"
9767,2023-02-05 17:00:03,6,0,377,0,
9765,2023-02-05 16:35:40,15,1,362,0,
9764,2023-02-05 16:00:00,28,2,816,0,
9763,2023-02-05 15:15:00,41,4,1340,0,
9762,2023-02-05 12:03:15,18,1,412,0,
9761,2023-02-05 08:00:01,18,0,515,0,
9760,2023-02-04 18:30:00,24,2,863,0,
9758,2023-02-04 14:40:00,7,1,437,1,🙏🙏🙏❤️❤️🙏
9752,2023-02-03 20:41:13,26,5,866,0,
9749,2023-02-03 07:30:00,55,6,1072,2,🙏🙏🙏❤️❤️❤️ 🙏🙏🙏
9747,2023-02-03 01:26:09,9,2,450,0,
9745,2023-02-02 01:11:24,15,1,689,1,
9743,2023-01-31 18:00:02,13,1,586,1,🙏🙏🙏❤️❤️❤️
9742,2023-01-31 16:00:01,28,0,695,0,
9740,2023-01-31 08:00:02,7,0,425,1,🙏🙏🙏❤️❤️❤️
9736,2023-01-30 20:59:36,64,5,1067,0,
9735,2023-01-29 21:48:38,9,6,429,0,
9734,2023-01-29 18:43:49,28,7,1236,0,
9733,2023-01-29 18:41:34,39,0,964,0,
9732,2023-01-29 16:32:00,5,1,438,0,
9730,2023-01-29 15:15:46,25,4,644,0,
9717,2023-01-28 01:59:46,78,2,1638,8,"Помоги, Господи, спаси, помилуй и исцели бол. раба Твоего Дионисия, помоги лечащим врачам сделать всё, что необходимо для его выздоровления. 🙏🙏🙏🙏🙏🙏🙏🙏 🙏🙏🙏Помоги, Господи! Господи,спаси болящего Дионисия!!  Помогай врачам во время операции  !!! Спаси и сохрани 🙏🙏🙏 Спаси Господи! 🙏🙏🙏 🙏🙏🙏 Спаси , Господи, р, б. Дионисия! 🙏🙏🙏"
9712,2023-01-27 01:34:50,25,4,754,1,🙏🙏🙏❤️❤️❤️
9710,2023-01-26 01:29:05,31,15,789,1,🙏🙏🙏
9708,2023-01-25 19:58:33,43,6,1434,1,Спасибо отцу Олегу за служение❤🙏
9705,2023-01-24 20:08:00,49,4,1077,2,"Поздравляем матушку Татьяну! У нас самый лучший хор, а у матушки просто ангельский голос! С именинами!!! Всех Татьян с праздником!🙏❤ "
9703,2023-01-24 18:10:26,7,0,471,0,
9700,2023-01-23 22:37:00,40,3,584,1,🙏
9699,2023-01-23 21:59:57,23,4,401,0,
9698,2023-01-23 11:45:31,17,0,627,0,
9697,2023-01-23 11:22:55,1,1,373,0,
9696,2023-01-22 22:18:18,5,0,381,0,
9695,2023-01-22 15:12:00,50,1,1182,5,"Владыко, Вседержителю, Святый Царю, наказуя и не умерщвляя, утверждая низпадающие и возводяя низверженные, телесные человека скорби исправляя, молимся Тебе, Боже наш, раба Твоего Дионисия немоществующего посети милостью Твоею, прости ему всякое согрешение вольное и невольное. Ему, Господи, врачебную Твою силу с небесе низпосли, прикоснися телеси, угаси огневицу, украти страсть и всякую немощь таящуюся, буди врач рабу Твоему Дионисию, воздвигни его от одра болезненного и от ложа озлобления целым и всесовершенным, даруй ему Церкви Твоей благоуждающа и творяща волю Твою. Твое бо есть, еже миловати и спасати ны, Боже наш, и Тебе славу воссылаем, Отцу и Сыну и Святому Духу, ныне и присно и вовеки веков. Аминь. 🙏🙏🙏 Дорогие братия и сестры, прошу ваших молитв о тяжелоболящем Дионисии ( в миру Денис), 32 года. Сейчас находится в больнице. Врачи готовят к сложной операции. Господи, спаси, сохрани, помилуй болящего р.Б. Дионисия! Господи, управь руками, знаниями врачей , хирургов лечащих р. Б Дионисия. 🙏 🙏🙏🙏 🙏🙏🙏"
9694,2023-01-22 11:56:45,9,0,288,0,
9685,2023-01-20 16:19:38,29,6,1151,3,Дорогие прихожане!!! Вода будет 20 и 21 января !!! Приходите!!! И сейчас еще есть! Воды ещё много ! Приходите !
9677,2023-01-20 11:15:32,63,9,1409,10,"Царствие Небесное отцу Сергию и вечная светлая память🙏🙏🙏❤️❤️❤️ Помним и молимся! Человек святой жизни был! Царствие ему Небесное Царствие Небесное протоирею Сергию! Вечная память.🙏🙏🙏 Помним .Молимся
Вечная память дорогому батюшке . Царствие Небесное и Вечная Память! ВЕЧНАЯ ПАМЯТЬ И ЦАРСТВИЕ НЕБЕСНОЕ Р.Б
ОТЦУ СЕРГИЮ !! 🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏 Вечная светлая память о. Сергию🙏🙏🙏 🙏🙏🙏 🙏🙏🙏 Вечная память! Царство Небесное! Потрясающий человек! Замечательный священник! Много лет знали его всей семьей!"
9676,2023-01-20 10:17:50,26,3,698,0,
9675,2023-01-19 13:18:33,43,3,670,0,
9674,2023-01-19 12:12:00,141,1,2592,1,Отличная фотография! Дай Бог Евгении Степановне здоровья !
9673,2023-01-19 08:08:00,30,6,747,0,
9672,2023-01-18 20:51:34,52,12,1316,0,
9669,2023-01-18 14:45:51,27,3,784,0,
9668,2023-01-18 13:57:33,38,2,807,0,
9667,2023-01-17 11:38:47,36,4,1008,0,
9664,2023-01-16 15:05:23,37,3,882,0,
9663,2023-01-15 14:38:19,56,3,1054,0,
9662,2023-01-15 14:08:00,58,5,1619,0,
9661,2023-01-15 11:00:02,28,2,704,0,
9660,2023-01-14 23:06:51,79,18,2927,0,
9659,2023-01-14 22:47:54,10,7,544,0,
9657,2023-01-14 14:17:17,61,8,1015,1,🙏🙏🙏❤️❤️❤️
9656,2023-01-13 16:08:00,22,1,661,0,
9655,2023-01-13 08:08:00,58,6,1208,0,
9654,2023-01-13 01:57:10,6,1,424,0,
9651,2023-01-12 18:51:47,46,16,1016,0,
9648,2023-01-12 17:27:45,37,5,609,0,
9646,2023-01-11 21:35:37,21,5,921,0,
9645,2023-01-11 11:59:05,54,8,1326,0,
9644,2023-01-11 01:08:43,6,1,399,0,
9643,2023-01-10 18:12:00,18,2,592,0,
9642,2023-01-10 15:12:00,26,11,659,0,
9638,2023-01-10 11:34:01,10,0,477,0,
9635,2023-01-09 16:48:27,25,3,504,0,
9633,2023-01-09 14:12:00,43,4,527,3,✨🙏✨ Какой красивый у нас храм 😍🙏🙏🙏 🙏
9632,2023-01-09 12:12:00,22,5,586,0,
9630,2023-01-08 17:12:00,73,2,1684,0,
9628,2023-01-08 16:12:00,73,1,1082,2,Какая красота! Как нотки расположились!)
9626,2023-01-08 15:16:03,26,0,589,0,
9625,2023-01-08 15:12:00,37,3,766,0,
9622,2023-01-08 13:58:20,23,0,695,0,
9619,2023-01-08 10:27:40,25,0,643,0,
9618,2023-01-08 10:22:58,1,0,284,0,
9617,2023-01-08 10:14:21,10,0,345,0,
9616,2023-01-08 10:11:21,16,0,489,0,
